;N;VOZR;GOD_POST;VREM_OB;COD_COURS;UROVEN;NAPR;UZNAL;VR_PUT;PROFROD;TEACHER;STAG
2367;11465;15;2018;8;18;2;3;интернет;27;менеджер;24;15
2368;11465;16;2019;8;20;3;3;интернет;27;менеджер;24;16
2369;11466;16;2018;8;13;3;4;вк;42;сотр_спбгу;140;4
2370;11468;12;2018;8;1;1;1;знакомые;36;н;143;3
2371;11469;14;2018;2;11;2;5;интернет;30;руководитель;144;2
2372;11471;14;2018;8;18;2;3;интернет;34;сотр_зао;24;15
2373;11472;14;2018;8;15;3;2;интернет;15;директор;130;5
2374;11473;9;2018;8;0;1;1;знакомые;37;бухгалтер;155;0
2375;11473;10;2019;8;1;1;1;знакомые;37;бухгалтер;143;3
2376;11473;11;2020;8;2;1;1;знакомые;40;бухгалтер;161;0
2377;11473;12;2021;8;11;2;5;знакомые;37;бухгалтер;161;1
2378;11474;9;2018;3;0;1;1;знакомые;38;директор;149;2
2379;11474;9;2018;7;1;1;1;знакомые;38;директор;153;1
2380;11475;15;2018;8;11;2;5;интернет;34;сотр_ооо;144;2
2381;11475;16;2019;8;19;3;5;интернет;34;сотр_ооо;86;10
2382;11478;12;2018;8;2;1;1;знакомые;12;сотр_комитета;148;2
2383;11479;12;2018;8;4;2;2;знакомые;12;сотр_комитета;7;15
2384;11480;12;2018;8;4;2;2;знакомые;33;н;7;15
2385;11480;13;2019;1;15;3;2;знакомые;33;н;130;6
2386;11480;13;2019;7;15;3;2;знакомые;33;н;130;6
2387;11484;14;2018;8;18;2;3;интернет;35;н;24;15
2388;11485;13;2018;8;2;1;1;интернет;30;н;148;2
2389;11485;14;2019;1;4;2;2;интернет;30;н;7;16
2390;11486;8;2018;8;0;1;1;интернет;30;н;154;1
2391;11486;9;2019;3;1;1;1;интернет;30;н;143;3
2392;11489;13;2018;8;13;3;4;знакомые;14;н;130;5
2393;11493;13;2018;8;3;2;2;интернет;5;директор;141;3
2394;11493;14;2019;8;2;1;1;интернет;5;директор;148;3
2395;11496;15;2018;4;5;3;2;интернет;12;н;150;2
2396;11497;7;2018;5;0;1;1;н;5;н;149;2
2397;11499;12;2018;4;13;3;4;знакомые;28;медсестра;140;3
2398;11500;14;2018;8;13;3;4;интернет;28;специалист;130;5
2399;11501;11;2018;8;3;2;2;знакомые;46;программист;154;1
2400;11501;12;2019;2;7;3;2;знакомые;46;программист;141;4
2401;11503;9;2018;8;0;1;1;знакомые;40;н;149;2
2402;11505;14;2018;8;13;3;4;знакомые;33;н;140;3
2403;11505;15;2019;8;16;3;4;знакомые;33;н;140;4
2404;11506;15;2018;8;11;2;5;знакомые;28;тренер;144;2
2405;11508;11;2018;8;3;2;2;знакомые;15;руководитель;149;2
2406;11508;12;2019;8;2;1;1;знакомые;15;руководитель;148;3
2407;11508;13;2020;8;1;1;1;знакомые;15;руководитель;158;1
2408;11509;11;2018;8;3;2;2;знакомые;5;н;141;3
2409;11511;13;2018;8;11;2;5;знакомые;35;инд_предпр;144;2
2410;11512;15;2018;1;18;2;3;интернет;38;экономист;24;15
2411;11514;14;2018;2;15;3;2;знакомые;37;н;130;5
2412;11514;14;2018;2;4;2;2;знакомые;37;н;7;15
2413;11526;13;2019;6;2;1;1;знакомые;30;директор;148;3
2414;11533;14;2018;8;11;2;5;интернет;30;сотр_газпром;144;2
2415;11533;15;2019;8;19;3;5;интернет;30;сотр_газпром;86;10
2416;11536;14;2018;8;4;2;2;итмо;19;преподаватель;7;15
2417;11536;15;2019;8;15;3;2;итмо;19;преподаватель;130;5
2418;11536;16;2020;8;16;3;4;итмо;19;преподаватель;140;5
2419;11541;11;2018;8;3;2;2;н;19;директор;154;1
2420;11541;12;2019;8;4;2;2;н;19;директор;7;16
2421;11541;12;2019;8;2;1;1;н;19;директор;148;3
2422;11542;14;2018;2;2;1;1;интернет;35;бухгалтер;148;2
2423;11542;14;2018;3;11;2;5;интернет;35;бухгалтер;144;2
2424;11542;15;2019;8;11;2;5;интернет;35;бухгалтер;153;2
2425;11542;16;2020;8;19;3;5;интернет;35;бухгалтер;86;11
2426;11543;9;2018;8;0;1;1;интернет;46;н;149;2
2427;11543;10;2019;8;1;1;1;интернет;46;н;143;3
2428;11543;11;2020;8;3;2;2;интернет;46;н;149;4
2429;11543;12;2021;8;9;3;2;интернет;46;н;149;5
2430;11546;11;2018;8;1;1;1;знакомые;33;директор;143;3
2431;11546;12;2019;8;11;2;5;знакомые;33;директор;86;10
2432;11546;13;2020;8;19;3;5;знакомые;33;директор;86;11
2433;11547;10;2018;8;0;1;1;интернет;5;н;149;2
2434;11547;11;2019;8;1;1;1;интернет;5;н;158;0
2435;11547;12;2020;8;11;2;5;интернет;5;н;86;11
2436;11547;13;2021;8;19;3;5;интернет;5;н;86;12
2437;11553;12;2018;8;1;1;1;интернет;28;юрист;143;3
2438;11553;13;2019;6;11;2;5;интернет;24;юрист;86;10
2439;11553;14;2020;4;4;2;2;интернет;24;юрист;7;17
2440;11561;9;2018;8;0;1;1;знакомые;40;бухгалтер;155;0
2441;11561;10;2019;4;1;1;1;знакомые;40;бухгалтер;158;0
2442;11582;11;2018;8;1;1;1;н;15;н;153;1
2443;11584;14;2018;7;3;2;2;интернет;28;н;154;1
2444;11592;14;2018;7;11;2;5;интернет;42;бухгалтер;144;2
2445;11595;9;2018;2;0;1;1;сайт_итмо;5;художник;154;1
2446;11596;11;2018;2;0;1;1;знакомые;15;сотр_фирмы;155;0
2447;11596;11;2018;6;0;1;1;знакомые;15;сотр_фирмы;141;3
2448;11628;14;2018;2;5;3;2;знакомые;30;н;150;2
2449;11634;11;2018;6;0;1;1;знакомые;15;экономист;154;1
2450;11634;12;2019;1;2;1;1;знакомые;15;экономист;148;3
2451;11634;12;2019;7;3;2;2;знакомые;15;экономист;154;2
2452;11634;13;2020;8;11;2;5;знакомые;15;экономист;153;3
2453;11636;12;2018;6;1;1;1;итмо;12;сотр_нии;143;3
2454;11641;12;2018;6;13;3;4;знакомые;17;н;130;5
2455;11641;13;2019;8;4;2;2;знакомые;17;н;7;16
2456;11669;16;2019;8;18;2;3;интернет;35;медсестра;24;16
2457;11670;14;2019;8;2;1;1;интернет;30;н;156;1
2458;11671;9;2019;2;0;1;1;знакомые;35;инд_предпр;149;3
2459;11671;9;2019;3;0;1;1;знакомые;35;инд_предпр;149;3
2460;11671;10;2020;3;0;1;1;знакомые;35;инд_предпр;149;3
2461;11671;10;2020;8;1;1;1;знакомые;35;инд_предпр;143;4
2462;11671;11;2021;8;3;2;2;знакомые;35;инд_предпр;164;1
2463;11672;15;2019;8;18;2;3;знакомые;40;архитектор;24;16
2464;11673;15;2019;8;2;1;1;знакомые;40;н;156;1
2465;11673;15;2019;8;13;3;4;знакомые;40;н;155;1
2466;11673;16;2020;8;16;3;4;знакомые;40;н;140;5
2467;11674;11;2019;7;0;1;1;интернет;27;инд_предпр;155;1
2468;11674;12;2020;1;0;1;1;интернет;27;инд_предпр;155;1
2469;11674;12;2020;8;3;2;2;интернет;27;инд_предпр;149;4
2470;11675;14;2019;8;2;1;1;интернет;30;н;156;1
2471;11676;14;2019;8;18;2;3;знакомые;15;н;24;16
2472;11676;14;2019;8;4;2;2;знакомые;15;н;7;16
2473;11676;15;2020;8;15;3;2;знакомые;15;н;165;0
2474;11677;16;2019;6;18;2;3;знакомые;35;сотр_фирмы;24;16
2475;11679;11;2019;8;0;1;1;интернет;40;водитель;149;3
2476;11679;12;2020;8;3;2;2;интернет;40;водитель;154;3
2477;11679;13;2021;8;9;3;2;интернет;40;водитель;149;5
2478;11681;9;2019;8;0;1;1;интернет;40;водитель;149;3
2479;11681;10;2020;8;1;1;1;интернет;40;водитель;143;4
2480;11681;11;2021;8;2;1;1;интернет;40;водитель;148;5
2481;11682;12;2019;8;11;2;5;знакомые;40;админ;86;10
2482;11683;11;2019;8;1;1;1;знакомые;37;сотр_мед;143;3
2483;11683;12;2020;2;2;1;1;знакомые;37;сотр_мед;156;2
2484;11683;12;2020;2;2;1;1;знакомые;37;сотр_мед;148;4
2485;11683;13;2021;4;2;1;1;знакомые;37;сотр_мед;148;4
2486;11683;13;2021;8;11;2;5;знакомые;37;сотр_мед;86;12
2487;11684;14;2019;1;18;2;3;знакомые;46;менеджер;24;16
2488;11684;14;2019;2;15;3;2;знакомые;46;менеджер;130;5
2489;11684;14;2019;7;15;3;2;знакомые;46;менеджер;130;6
2490;11684;15;2020;8;16;3;4;знакомые;46;менеджер;140;5
2491;11685;9;2019;8;0;1;1;знакомые;26;н;141;4
2492;11685;10;2020;8;1;1;1;знакомые;26;н;143;4
2493;11685;11;2021;8;2;1;1;знакомые;26;н;148;5
2494;11686;15;2019;6;19;3;5;интернет;35;домохозяйка;86;10
2495;11687;12;2019;8;19;3;5;интернет;37;инд_предпр;86;10
2496;11691;11;2019;8;1;1;1;интернет;27;н;143;3
2497;11691;12;2020;8;2;1;1;интернет;27;н;156;2
2498;11693;9;2019;8;0;1;1;интернет;23;инженер;141;4
2499;11693;10;2020;8;1;1;1;интернет;23;инженер;158;1
2500;11695;15;2019;8;11;2;5;интернет;32;директор;153;2
2501;11695;16;2020;8;19;3;5;интернет;32;директор;86;11
2502;11696;9;2019;8;0;1;1;интернет;37;специалист;141;4
2503;11696;10;2020;8;2;1;1;интернет;37;специалист;156;2
2504;11698;11;2019;1;2;1;1;интернет;5;директор;156;1
2505;11698;11;2019;6;11;2;5;интернет;5;директор;86;10
2506;11699;13;2019;8;11;2;5;интернет;26;экономист;86;10
2507;11699;14;2020;8;19;3;5;интернет;26;экономист;86;11
2508;11700;11;2019;8;1;1;1;интернет;40;бухгалтер;143;3
2509;11700;12;2020;8;4;2;2;интернет;40;бухгалтер;7;17
2510;11700;13;2021;8;13;3;4;интернет;40;бухгалтер;152;5
2511;11701;14;2019;8;3;2;2;интернет;15;сотр_итмо;149;3
2512;11702;13;2019;6;18;2;3;знакомые;28;сотр_банка;24;16
2513;11704;14;2019;1;13;3;4;вк;46;н;130;6
2514;11704;14;2019;5;13;3;4;вк;46;н;130;6
2515;11704;15;2020;2;13;3;4;вк;46;н;130;6
2516;11704;15;2020;8;16;3;4;вк;46;н;140;5
2517;11705;14;2019;8;4;2;2;интернет;19;преподаватель;7;16
2518;11705;15;2020;8;15;3;2;интернет;19;преподаватель;165;0
2519;11706;12;2019;8;2;1;1;интернет;35;руководитель;156;1
2520;11708;12;2019;8;2;1;1;знакомые;39;сотр_ооо;156;1
2521;11708;13;2020;8;11;2;5;знакомые;39;сотр_ооо;86;11
2522;11708;14;2021;8;4;2;2;знакомые;39;сотр_ооо;163;1
2523;11709;12;2019;8;2;1;1;знакомые;35;инд_предпр;156;1
2524;11709;13;2020;8;11;2;5;знакомые;35;инд_предпр;86;11
2525;11709;14;2021;8;19;3;5;знакомые;35;инд_предпр;86;12
2526;11710;10;2019;7;0;1;1;интернет;8;н;155;1
2527;11710;11;2020;1;0;1;1;интернет;8;н;155;1
2528;11710;11;2020;5;1;1;1;интернет;8;н;143;4
2529;11713;14;2019;8;20;3;3;интернет;34;директор;24;16
2530;11714;11;2019;8;0;1;1;знакомые;19;н;141;4
2531;11714;12;2020;8;4;2;2;знакомые;19;н;7;17
2532;11714;13;2021;3;9;3;2;знакомые;19;н;149;5
2533;11715;13;2019;8;18;2;3;интернет;34;директор;24;16
2534;11716;13;2019;8;11;2;5;интернет;24;архитектор;153;2
2535;11716;14;2020;8;19;3;5;интернет;24;архитектор;86;11
2536;11717;12;2019;8;1;1;1;знакомые;19;н;143;3
2537;11717;13;2020;8;3;2;2;знакомые;19;н;162;0
2538;11717;14;2021;8;13;3;4;знакомые;19;н;171;0
2539;11718;9;2019;8;0;1;1;вк;39;зам_дир;149;3
2540;11718;10;2020;8;1;1;1;вк;39;зам_дир;158;1
2541;11718;11;2021;3;3;2;2;вк;39;зам_дир;162;1
2542;11719;13;2019;8;4;2;2;знакомые;18;н;7;16
2543;11720;14;2019;8;11;2;5;знакомые;28;преподаватель;86;10
2544;11720;15;2020;8;19;3;5;знакомые;28;преподаватель;86;11
2545;11721;11;2019;8;0;1;1;знакомые;19;н;141;4
2546;11721;12;2020;8;11;2;5;знакомые;19;н;86;11
2547;11722;9;2019;8;0;1;1;знакомые;33;инженер;149;3
2548;11722;10;2020;8;1;1;1;знакомые;33;инженер;158;1
2549;11725;12;2019;5;13;3;4;вк;46;инженер;140;4
2550;11727;15;2019;8;18;2;3;знакомые;16;юрист;24;16
2551;11727;16;2020;8;20;3;3;знакомые;16;юрист;159;0
2552;11727;17;2021;8;12;3;5;знакомые;16;юрист;172;0
2553;11728;9;2019;1;0;1;1;знакомые;23;инд_предпр;149;3
2554;11729;9;2019;6;1;1;1;знакомые;27;н;143;3
2555;11730;10;2019;6;1;1;1;знакомые;27;н;143;3
2556;11731;9;2019;8;0;1;1;сайт_итмо;38;н;155;1
2557;11731;10;2020;8;1;1;1;сайт_итмо;38;н;143;4
2558;11731;11;2021;8;2;1;1;сайт_итмо;38;н;148;5
2559;11734;12;2019;8;11;2;5;интернет;38;н;86;10
2560;11734;13;2020;8;19;3;5;интернет;38;н;86;11
2561;11734;14;2021;8;20;3;3;интернет;38;н;24;18
2562;11735;12;2019;11;13;3;4;знакомые;19;аналитик;140;5
2563;11735;14;2021;8;16;3;4;знакомые;19;аналитик;140;6
2564;11737;13;2019;4;11;2;5;знакомые;34;директор;86;10
2565;11740;11;2019;8;0;1;1;знакомые;32;директор;141;4
2566;11740;12;2020;8;3;2;2;знакомые;32;директор;149;4
2567;11740;13;2021;8;11;2;5;знакомые;32;директор;86;12
2568;11741;10;2019;8;1;1;1;знакомые;33;директор;143;3
2569;11742;11;2019;5;0;1;1;знакомые;38;н;155;1
2570;11742;13;2021;8;11;2;5;знакомые;38;н;173;0
2571;11744;13;2019;8;3;2;2;знакомые;19;сотр_трансп;149;3
2572;11745;11;2019;8;0;1;1;знакомые;15;секретарь;149;3
2573;11745;12;2020;8;3;2;2;знакомые;15;секретарь;154;3
2574;11748;13;2019;6;18;2;3;интернет;14;бухгалтер;24;16
2575;11749;11;2019;1;2;1;1;интернет;19;н;148;3
2576;11749;11;2019;6;2;1;1;интернет;19;н;148;3
2577;11749;12;2020;8;11;2;5;интернет;19;н;86;11
2578;11750;11;2019;6;0;1;1;знакомые;5;н;149;3
2579;11751;12;2019;8;2;1;1;интернет;19;бухгалтер;148;3
2580;11753;13;2019;8;11;2;5;интернет;35;врач;153;2
2581;11754;11;2019;8;0;1;1;школа;27;специалист;141;4
2582;11754;12;2020;8;1;1;1;школа;27;специалист;143;4
2583;11754;13;2021;8;2;1;1;школа;27;специалист;148;5
2584;11756;14;2019;1;5;3;2;интернет;32;врач;150;3
2585;11756;14;2019;2;11;2;5;интернет;32;врач;86;10
2586;11756;15;2020;8;9;3;2;интернет;32;врач;149;4
2587;11756;15;2020;8;11;2;5;интернет;32;врач;86;11
2588;11757;12;2019;8;2;1;1;интернет;48;н;148;3
2589;11758;12;2019;8;2;1;1;интернет;17;пенсионер;156;1
2590;11759;13;2019;8;2;1;1;знакомые;37;директор;156;1
2591;11759;14;2020;8;18;2;3;знакомые;37;директор;24;17
2592;11759;15;2021;8;20;3;3;знакомые;37;директор;24;18
2593;11761;12;2019;8;4;2;2;интернет;40;сотр_мтунивер;7;16
2594;11761;14;2021;8;18;2;3;интернет;40;сотр_мтунивер;24;18
2595;11762;12;2019;8;2;1;1;интернет;34;инд_предпр;156;1
2596;11763;11;2019;6;0;1;1;знакомые;40;сотр_шкоа;141;4
2597;11764;9;2019;4;0;1;1;интернет;14;домохозяйка;149;3
2598;11765;15;2019;8;18;2;3;интернет;37;фотограф;24;16
2599;11766;11;2019;1;2;1;1;знакомые;38;н;148;3
2600;11766;11;2019;7;2;1;1;знакомые;38;н;156;1
2601;11768;14;2019;8;1;1;1;интернет;43;н;143;3
2602;11768;15;2020;8;4;2;2;интернет;43;н;7;17
2603;11768;16;2021;8;18;2;3;интернет;43;н;24;18
2604;11771;13;2019;1;2;1;1;знакомые;36;сотр_торг;156;1
2605;11772;11;2019;8;11;2;5;интернет;23;директор;86;10
2606;11772;12;2020;8;19;3;5;интернет;23;директор;86;11
2607;11772;13;2021;8;20;3;3;интернет;23;директор;24;18
2608;11774;11;2019;8;2;1;1;знакомые;32;сотр_фирмы;156;1
2609;11774;13;2021;8;11;2;5;знакомые;32;сотр_фирмы;86;12
2610;11775;14;2019;4;4;2;2;знакомые;39;инд_предпр;7;16
2611;11780;15;2019;8;3;2;2;знакомые;17;заведующий;149;3
2612;11780;17;2021;8;18;2;3;знакомые;17;заведующий;24;18
2613;11781;11;2019;8;1;1;1;интернет;34;бухгалтер;143;3
2614;11781;12;2020;8;2;1;1;интернет;34;бухгалтер;148;4
2615;11781;13;2021;8;18;2;3;интернет;34;бухгалтер;24;18
2616;11783;9;2019;6;0;1;1;интернет;15;домохозяйка;149;3
2617;11783;10;2020;8;1;1;1;интернет;15;домохозяйка;143;4
2618;11783;11;2021;8;3;2;2;интернет;15;домохозяйка;164;1
2619;11784;12;2019;8;4;2;2;интернет;32;н;7;16
2620;11787;13;2019;8;0;1;1;интернет;16;сотр_фирмы;149;3
2621;11787;13;2019;8;2;1;1;интернет;16;сотр_фирмы;148;3
2622;11787;13;2019;8;1;1;1;интернет;16;сотр_фирмы;143;3
2623;11788;14;2019;8;11;2;5;знакомые;34;домохозяйка;153;2
2624;11789;11;2019;8;1;1;1;знакомые;19;бухгалтер;158;0
2625;11789;12;2020;8;10;3;2;знакомые;19;бухгалтер;156;2
2626;11789;12;2020;8;11;2;5;знакомые;19;бухгалтер;161;0
2627;11789;13;2021;8;18;2;3;знакомые;19;бухгалтер;24;18
2628;11791;14;2019;8;11;2;5;интернет;40;провизор;153;2
2629;11791;14;2019;11;13;3;4;интернет;40;провизор;140;5
2630;11791;15;2020;8;19;3;5;интернет;40;провизор;86;11
2631;11792;9;2019;8;0;1;1;интернет;28;нач_отд;149;3
2632;11792;10;2020;8;1;1;1;интернет;28;нач_отд;158;1
2633;11792;11;2021;8;2;1;1;интернет;28;нач_отд;161;1
2634;11793;12;2019;8;13;3;4;знакомые;25;н;130;6
2635;11793;13;2020;6;16;3;4;знакомые;25;н;140;5
2636;11794;9;2019;8;0;1;1;интернет;8;домохозяйка;141;4
